STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,SPECIFICATION,Specification,EMPLOYMENT,Employment,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,DECIMALS,Decimals,NOTE_YEAR_2,Note year 2,NOTE_YEAR_1,Note year 1,NOTE_SPECIFICATION_2,Note specification 2,NOTE_SPECIFICATION_1,Note specification 1,NOTE_EMPLOYMENT_2,Note Employment 2,NOTE_EMPLOYMENT_1,Note Employment 1
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C04,Investment fund managers,SL08,Men,1999,,,,z,Not applicable,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C04,Investment fund managers,SL08,Men,2000,,,,z,Not applicable,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C04,Investment fund managers,SL08,Men,2001,,,,z,Not applicable,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C04,Investment fund managers,SL08,Men,2002,,,,z,Not applicable,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C04,Investment fund managers,SL08,Men,2003,,,,z,Not applicable,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C04,Investment fund managers,SL08,Men,2004,,,,z,Not applicable,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C04,Investment fund managers,SL08,Men,2005,,,,z,Not applicable,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C04,Investment fund managers,SL08,Men,2006,,,,z,Not applicable,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C04,Investment fund managers,SL08,Men,2007,,,,z,Not applicable,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C04,Investment fund managers,SL08,Men,2008,,,,z,Not applicable,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C04,Investment fund managers,SL08,Men,2009,,,,z,Not applicable,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C04,Investment fund managers,SL08,Men,2010,,,,z,Not applicable,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C04,Investment fund managers,SL08,Men,2011,,,,z,Not applicable,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C04,Investment fund managers,SL08,Men,2012,,,,z,Not applicable,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C04,Investment fund managers,SL08,Men,2013,,,,z,Not applicable,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C04,Investment fund managers,SL08,Men,2014,,,,z,Not applicable,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C04,Investment fund managers,SL08,Men,2015,,,,z,Not applicable,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C04,Investment fund managers,SL08,Men,2016,,,,z,Not applicable,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C04,Investment fund managers,SL08,Men,2017,,,,z,Not applicable,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C04,Investment fund managers,SL08,Men,2018,,,,z,Not applicable,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C04,Investment fund managers,SL08,Men,2019,,,,l,Not available,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C04,Investment fund managers,SL08,Men,2020,,,,l,Not available,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C04,Investment fund managers,SL08,Men,2021,,,,l,Not available,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C04,Investment fund managers,SL08,Men,2022,,,,l,Not available,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C04,Investment fund managers,SL08,Men,2023,,,,l,Not available,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C04,Investment fund managers,SL08,Men,2024,,,,l,Not available,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C04,Investment fund managers,SL08,Men,2025,,,,l,Not available,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C03,Management companies,SL06,Women,1999,,,,z,Not applicable,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C03,Management companies,SL06,Women,2000,,,,z,Not applicable,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C03,Management companies,SL06,Women,2001,,,,z,Not applicable,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C03,Management companies,SL06,Women,2002,,,,z,Not applicable,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C03,Management companies,SL06,Women,2003,,4,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C03,Management companies,SL06,Women,2004,,15,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C03,Management companies,SL06,Women,2005,,47,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C03,Management companies,SL06,Women,2006,,77,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C03,Management companies,SL06,Women,2007,,56,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C03,Management companies,SL06,Women,2008,,52,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C03,Management companies,SL06,Women,2009,,51,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C03,Management companies,SL06,Women,2010,,51,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C03,Management companies,SL06,Women,2011,,59,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C03,Management companies,SL06,Women,2012,,72,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
